name,roaster,roast,loc_country,origin_1,origin_2,100g_USD,rating,review_date,desc_1
Bufcafe Rwanda Espresso,JBC Coffee Roasters,Medium-Light,United States,Nyamagabe District,Southern Province,5.07,93,18-Jan,"Evaluated as espresso. Delicate, crisply sweet-savory. Tamarind, baker’s chocolate, rhododendron, mulberry, oak in aroma and small cup. Confident, satiny-smooth mouthfeel; richly drying finish redolent of chocolate-toned aromatic oak. In three parts milk, chocolate and sweet floral notes merge and bloom, and a pretty hint of tangerine zest also surfaces. "
Bufcafe Rwanda,JBC Coffee Roasters,Light,United States,Nyamagabe District,Southern Province,5.07,93,18-Jan,"Deeply sweet, richly savory. Dried apricot, roasted cacao nib, freesia, almond, tamarind in aroma and cup. Balanced, sweet-savory structure; syrupy-smooth mouthfeel. The finish leads with notes of dried stone fruit and spicy florals in the short, rounding to almond and cocoa in the long, with a hint of tamarind-like sweet-tartness."
Gedeb Ethiopia,JBC Coffee Roasters,Medium-Light,United States,Gedeb District,Gedeo Zone,5.51,95,18-Jan,"Deeply sweet, intensely pungent. Dark chocolate, tangerine zest, star jasmine, maple syrup, frankincense in aroma and cup. Deeply sweet-toned in structure with lively, bright acidity; satiny mouthfeel. The finish is as elegant as the cup implies: flavor-saturated, floral-, chocolate- and fruit-toned in both short and long."
Civet Yirgacheffe Sisota,"Good Chance Biotechnology, Ltd.",Medium-Light,Taiwan,Sidamo Growing Region,South-Central Ethiopia,90.83,93,18-Jan,"Richly savory, sweetly herb-toned. Baker’s chocolate, fennel, black cherry, cedar, wisteria-like flowers in aroma and cup. Round, deeply sweet in structure; syrupy mouthfeel. The cocoa-toned finish leads with black cherry in the short, which settles into a cedar-toned flowers in the long. "
Civet Ethiopia Papilio Sidamo,"Good Chance Biotechnology, Ltd.",Medium-Light,Taiwan,Sidamo Growing Region,South-Central Ethiopia,90.83,93,18-Jan,"Delicately sweet-tart, fruit-toned. Strawberry, aged rum, cocoa powder, pink peppercorn, celery seed in aroma and cup. Sweetly fermenty in structure; satiny-smooth in mouthfeel. A hint of aged rum carries the finish, accompanied by berry notes in the short and spice-toned savory notes in the long."
Estate Carbonic Maceration,Ka'u Specialty Coffee,Medium-Light,Hawai'i,Ka'U Growing Region,Big Island Of Hawaii,13,90,18-Jan,"Gently bittersweet, deeply floral-toned. Baker’s chocolate, aromatic orchid, hazelnut, oak in aroma and cup. Low-toned, crisply bittersweet in structure. Mouthfeel is light though silky. The finish consolidates to a rich, oaky chocolate.   "
Ethiopia Banko Gotiti,Red Rooster Coffee Roaster,Light,United States,Kochere,Yirgacheffe Growing Region,4.99,94,18-Jan,"Resonantly fruit-forward, elegant, complex. Honey, dried raspberry, chocolate truffle, aged rum, a hint of marjoram in aroma and cup. Juicy, rich structure with bright, vibrant acidity; full, satiny mouthfeel. A suggestion of sweet marjoram complicates the rich, flavor-saturated finish, which leads with honey and raspberry notes in the short, rounding to chocolate and aged rum in the long."
Colombia David Gomez 100% Caturra,Manzanita Roasting Company,Light,United States,Huila Department,Southern Colombia,5,92,18-Jan,"Crisply sweet, spice-toned. Dried papaya, caramel, tangerine zest, pink-peppercorn, vanilla in aroma and cup. High-toned, sweetly tart in structure with juicy, bright acidity; lean, though satiny-smooth mouthfeel. The resonant, richly drying finish is laden with sweet notes of caramel and papaya in the short, turning more savory-leaning in the long, with hints of pink peppercorn wrapped in vanilla. "
Panama Auromar Estate Geisha Peaberry,Bird Rock Coffee Roasters,Medium-Light,United States,Piedra Candela,Chiriqui Province,22.49,95,18-Jan,"Resonantly bright, floral-toned. Jasmine, frankincense, cardamom, toffee, apricot in aroma and cup. Balanced, sweetly tart structure with juicy acidity; crisp, velvety mouthfeel. The deep, flavor-saturated finish leads with caramel-toned apricot in the short, with rich florals resurfacing in the long. "
Indonesia Emerald Mandheling,A.R.C.,Medium-Light,Hong Kong,Gayo (Also Aceh) Growing Region,Aceh Province,8.02,92,18-Jan,"Deeply rich, spicy sweet. Pear, cedar, vanilla, grapefruit zest, cumin in aroma and cup. Tartly bittersweet in structure; full, syrupy though drying mouthfeel. Resonant finish consolidates around pear and a floral-toned vanilla. "
Panama Finca Hartmann Geisha Natural,Temple Coffee and Tea,Light,United States,Chiriqui Province,Far Western Panama,23.81,95,18-Jan,"Delicate, deeply sweet, complexly layered. Passionfruit, roasted cacao nib, frankincense, lilac, almond in aroma and cup. Balanced, sweet-tart structure with juicy acidity; crisp, satiny mouthfeel. The richly cocoa-toned finish is redolent of tropical fruit and fragrant aromatic wood."
Ethiopia Reko Estate Yirgacheffe,Temple Coffee and Tea,Medium-Light,United States,Yirgacheffe Growing Region,Southern Ethiopia,5.58,92,18-Jan,"Deep, intense, sweetly perfumy, savory-edged. Dark chocolate, vanilla, dried mango, sandalwood, a hint of dried mint in aroma and cup. Very sweet though also rather drying and tannic in structure; satiny mouthfeel. Resonant, flavor-saturated finish, sweet yet spicy, particularly impressive in the long."
Costa Rica Sonora Estate Venecia Natural,Temple Coffee and Tea,Medium-Light,United States,Central Valley,Costa Rica,6.03,91,18-Jan,"Rich, roundly sweet-tart. Peach, fresh-cut fir, baker’s chocolate, magnolia, brown sugar in aroma and cup. Bittersweet in structure; crisp, velvety mouthfeel. Baker’s chocolate and stone fruit carry the quietly resonant short finish, fresh-cut fir and deep florals prevail in the long."
Mini-Me Washed Kaffa Forest,Simon Hsieh’s Aroma Roast Coffees,Medium-Dark,Taiwan,Yirgacheffe Growing Region,Southern Ethiopia,9.2,95,18-Jan,"Evaluated as espresso. Intensely chocolaty, vivaciously fruit-toned. Dark chocolate, narcissus, pie cherry, molasses, sandalwood in aroma and small cup. Rich, syrupy mouthfeel. A resonant finish leads with cherry and narcissus notes in the short and sandalwood-toned chocolate in the long. In three parts milk, dark chocolate envelopes deeply stated fruit and floral notes. "
Jade Espresso,Magnolia Coffee,Medium-Light,United States,Brazil And Four Other Origins,Yirgacheffe Growing Region,4.12,94,18-Jan,"Evaluated as espresso. Richly and deeply pungent. Dark chocolate, cedar, orange zest, floral-toned vanilla, fresh pipe tobacco in aroma and small cup. Syrupy but lively mouthfeel; dark chocolate, cedar, orange carry into a resonant finish. The dark chocolate turns crisp and malty in three parts milk. "
Firebird Espresso,Charlotte Coffee Company,Medium-Light,United States,Brazil,Costa Rica,4.12,93,18-Feb,"Evaluated as espresso. Richly sweet-tart. Dark chocolate, narcissus, candied blood orange zest, almond butter, cedar in aroma and small cup. Full, syrupy body; citrus- and cedar-toned finish. In three parts milk, notes of dark chocolate pleasin"
Ethiopia Dumerso Light Roast,The WestBean Coffee Roasters,Medium,United States,Yirgacheffe Growing Region,Southern Ethiopia,7.05,92,18-Feb,"Fruit-forward, delicate yet intense. Complex flowers (lily to lavendar), sandalwood, dark chocolate, plum, a hint of brandy in aroma and cup. Roundly and deeply crisp in structure; lightly satiny in mouthfeel. The finish is resonant and sweet with chocolate and a continuing hint of brandy."
Kenya AA Karamundi,Revel Coffee,Medium-Light,United States,Nyeri Growing Region,South-Central Kenya,4.56,92,18-Feb,"Delicate, sweetly tart. Roasted cacao nib, honeysuckle, tamarind, spearmint, plum in aroma and cup. Balanced structure with brisk acidity; crisp, satiny mouthfeel. Bittersweet in the short finish and sweetly wood-framed in the long."
Finca San Luis Colombia Espresso,Chocolate Fish Coffee Roasters,Medium-Light,United States,Tolima Department,Center-West Colombia,5.14,93,18-Feb,"Evaluated as espresso. Sweet-savory, intense, balanced. Spicy-toned flowers, tangerine zest, red berries, cedar, dark chocolate, roasted cashew in aroma and small cup. Syrupy but buoyant mouthfeel. Flowers, chocolate and citrus all carry into a resonant though slightly drying finish. Gently and sweetly citrusy in three parts milk, with a continued backgrounded chocolate and nut. "
Ethiopia Biftu Gundina Coop Espresso,Kakalove Cafe,Medium-Dark,Taiwan,Agaro District,Jimma Zone,3.89,94,18-Feb,"Evaluated as espresso. Rich, deeply roast-toned. Dark-chocolate, ripe pear, scorched sandalwood, tangerine zest, honeysuckle-like flowers in aroma and small cup. Syrupy, plump mouthfeel; resonant finish is dry but alive with aromatics: dark chocolate, sandalwood, hints of flowers and tangerine. Dry but deep, chocolaty and nuanced in three parts milk."
Ethiopia Natural Sidamo Papilio,Kakalove Cafe,Light,Taiwan,Sidamo (Also Sidama) Growing Region,South-Central Ethiopia,4.25,93,18-Feb,"Delicate but richly intricate. Cocoa, almond paste, lemon verbena, hints of lily and grappa-like spirits in aroma and cup. Savory-sweet and brisk, though juicy in structure. Very lightly syrupy in mouthfeel. The finish is deeply savory-sweet and crisply flavor-saturated. "
Ethiopia Banko Gotiti Natural,Kakalove Cafe,Light,Taiwan,Yirgacheffe Growing Region,South-Central Ethiopia,4.6,94,18-Feb,"Deeply and richly sweet; spice-toned. Lavender, mulberry, bay leaf, lemon zest, allspice in aroma and cup. Sweet-toned structure with vibrant acidity; buoyant, silky mouthfeel. The long, resonant finish is laden with spice-toned floral notes and bright berry suggestions."
Peru Finca Ecológica Agua Colorada,Red Rooster Coffee Roaster,Light,United States,Cajamarca,Peru,4.85,93,18-Feb,"Richly sweet, floral-toned. Wisteria, roasted cacao nib, almond, caramel, hint of musk in aroma and cup. Balanced, sweetly tart structure with juicy acidity; crisply velvety mouthfeel. The finish consolidates to a pretty cocoa-toned musk in the short, with almond and caramel resurfacing in the long."
Love Letters,Bird Rock Coffee Roasters,Medium-Light,United States,El Salvador,Indonesia,6.76,92,18-Feb,"Integrated, floral- and sweetly earth-toned. Lavender, perique pipe tobacco, tangerine zest, apricot, roasted cacao nib in aroma and cup. Sweet-savory in structure; syrupy-smooth body. The short finish is resonant with spicy floral and stone fruit notes and the long is earthy sweet, redolent of fine pipe tobacco."
Throwback Blend,Revel Coffee,Medium-Light,United States,Colombia,Kenya,4.04,92,18-Feb,"Intricate, layered, deeply sweet. Blackberry, nougat, roasted cacao nib, frankincense, tangerine zest in aroma and cup. Crisply sweet-tart structure; full, satiny mouthfeel. Notes of blackberry enveloped in cocoa frame the quiet short finish, rounding to incense-like aromatic wood and nougat in the long."
Costa Coast Blend,Roast House,Medium-Light,United States,Costa Rica,Ethiopia,4.63,92,18-Feb,"Floral-toned, crisp, deeply sweet. Dried strawberry, freesia, toffee, hazelnut butter, fresh-cut cedar in aroma and cup. Sweet-toned structure; syrupy, almost creamy body. Notes of freesia-like flowers and hazelnut butter dominate in the short finish, while sweetly wood-framed toffee tones carry the long."
Canoe Blend,Water Avenue Coffee,Medium-Light,United States,Central America,South America,4.12,94,18-Feb,"Deeply and richly sweet, complex, layered. Apricot, dark chocolate, nut-toned toffee, sandalwood, fresh humus (forest floor).Sweet-savory structure with lively, juicy acidity; velvety-smooth mouthfeel. The flavor-saturated finish is resonant with notes of stone fruit and sandalwood in the short and earth-toned toffee in the long."
Dead Reckoning,Corvus Coffee Roasters,Medium-Light,United States,Guatemala,El Salvador,5,93,18-Feb,"High-toned, brightly sweet. Honeysuckle, spearmint, pomegranate, cedar, baker’s chocolate in aroma and cup. Sweetly tart structure with buoyant acidity; delicate, silky mouthfeel. Sweet notes of honeysuckle characterize the short finish, while chocolate-toned tart fruit, with a hint of spearmint, carries the long."
Miami Winter,Per'la Specialty Roasters,Medium-Light,United States,Kenya,Ethiopia,6.47,93,18-Feb,"Lush, deeply and richly sweet. Ginger blossom, pineapple, myrrh, maple syrup, orange marmalade in aroma and cup. Richly sweet-tart in structure with vibrant acidity; satiny mouthfeel. The long finish morphs from notes of tropical flowers in the long to tropical fruits nuanced by resonant aromatic wood in the long."
Wilderness Blend,Kakalove Cafe,Light,Taiwan,Ethiopia,Kenya,3.54,93,18-Feb,"High-toned, richly sweet. Nectarine, apple blossom, redwood, dark chocolate, grapefruit zest in aroma and cup. Sweetly tart structure with bright, lively acidity; crisp, velvety-smooth mouthfeel. The finish is saturated with notes of stone fruit and apple blossom in the short, with dark chocolate and a hint of grapefruit zest resurfacing in the long."
Naturals With Attitude,Temple Coffee and Tea,Medium-Light,United States,Panama,Ethiopia,14.11,93,18-Feb,"Fruit-driven, intensely sweet. Bergamot, mango, sandalwood, baker’s chocolate, citrus blossom in aroma and cup. Richly sweet structure with rounded acidity; plush, syrupy mouthfeel. The finish sustains the fruit-forward momentum of the cup, backed by incense-like notes of sandalwood and a crisp baker’s chocolate."
Guatemala Retiro Natural Process,Durango Coffee Company,Medium-Light,United States,San Martin Jilotepeque,Chimaltenango Department,4.63,94,18-Feb,"Delicate but deeply and quietly intense. Cocoa, peach, fresh-cut fir, brown sugar, a hint of lush, lily-like flowers in aroma and cup. Balanced, crisply sweet in structure; light-footed and lively in mouthfeel. Cocoa dominates in a resonant, flavor-saturated finish. "
Gaitania Colombia,JBC Coffee Roasters,Medium-Light,United States,Gaitania,Tolima Department,4.63,93,18-Feb,"Big, round, deeply resonant, layered. Fresh-cut cedar, baker’s chocolate, autumn squash, a hint of thyme in aroma and cup. Sweet-savory, low-toned in structure; full, syrupy in mouthfeel. In the finish most flavor details fade, but a powerful, chocolate-complicated sweetness rings on."
Rwanda Remera Kabeza,Durango Coffee Company,Medium,United States,Gikongoro Prefecture,South-Central Rwanda,4.98,93,18-Feb,"Roundly and sweetly citrusy. Ripe tangerine, caramel, freesia-like flowers, cedar, a hint perhaps of fresh parsley-like herb in aroma and cup. Sweetly and gently tart, pure and juicy in structure. Very smooth, fullish, satiny mouthfeel. Flavor consolidates in a layered, resonant finish. "
Dodora Double,Barrington Coffee Roasting,Light,United States,Gedeo Zone,Yirgacheffe Growing Region,8.77,96,18-Mar,"Lush, vibrant; intricate and balanced. Fine musk, dried jasmine, passionfruit, bergamot, dark chocolate in aroma and cup. Complex, richly sweet structure with bright acidity. Buoyant, silky mouthfeel. The resonant finish fulfills the promise of the cup, carrying all of the flavor notes, including a hint of white sage, well into the long."
